# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TcIL3000_0_34440	TcIL3000_0_34440	TcIL3000_0_34440.1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
TcIL3000_0_34450	TcIL3000_0_34450	TcIL3000_0_34450.1	protein_coding	0	0	1	194	0	0	0	0	0	62	0	0	0	1	0	0	0	0	0	0	0	0	0	132
TcIL3000_0_34480	TcIL3000_0_34480	TcIL3000_0_34480.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
TcIL3000_0_34490	TcIL3000_0_34490	TcIL3000_0_34490.1	protein_coding	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
TcIL3000_0_34500	TcIL3000_0_34500	TcIL3000_0_34500.1	protein_coding	0	7	3	23	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	23
TcIL3000_0_34510	TcIL3000_0_34510	TcIL3000_0_34510.1	protein_coding	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10
TcIL3000_0_34520	TcIL3000_0_34520	TcIL3000_0_34520.1	protein_coding	0	2	1	4	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	2	0
TcIL3000_0_34530	TcIL3000_0_34530	TcIL3000_0_34530.1	protein_coding	0	0	0	17	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7
TcIL3000_0_34550	TcIL3000_0_34550	TcIL3000_0_34550.1	protein_coding	15	24	21	86	0	0	3	0	0	3	15	0	0	18	0	0	0	0	0	0	0	0	24	83
TcIL3000_0_34560	TcIL3000_0_34560	TcIL3000_0_34560.1	protein_coding	3	3	8	189	0	0	0	0	0	80	3	0	0	8	0	0	0	0	0	1	0	0	3	109
TcIL3000_0_34570	TcIL3000_0_34570	TcIL3000_0_34570.1	protein_coding	4	37	16	90	0	0	0	0	0	65	4	0	0	16	0	0	0	0	0	0	0	0	37	25
TcIL3000_0_34600	TcIL3000_0_34600	TcIL3000_0_34600.1	protein_coding	0	2	3	96	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	96
TcIL3000_0_34610	TcIL3000_0_34610	TcIL3000_0_34610.1	protein_coding	12	15	36	38	0	0	1	0	0	33	8	0	0	35	0	0	0	0	0	4	0	0	15	5
TcIL3000_0_34640	TcIL3000_0_34640	TcIL3000_0_34640.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
TcIL3000_0_34650	TcIL3000_0_34650	TcIL3000_0_34650.1	protein_coding	1	0	1	28	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	26
TcIL3000_0_34660	TcIL3000_0_34660	TcIL3000_0_34660.1	protein_coding	0	0	0	36	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	26
TcIL3000_0_34670	TcIL3000_0_34670	TcIL3000_0_34670.1	protein_coding	0	0	1	37	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	27
TcIL3000_0_34680	TcIL3000_0_34680	TcIL3000_0_34680.1	protein_coding	0	4	4	43	0	0	0	0	0	20	0	0	0	4	0	0	0	0	0	0	0	0	4	23
TcIL3000_0_34690	TcIL3000_0_34690	TcIL3000_0_34690.1	protein_coding	2	1	1	42	0	0	0	0	0	25	2	0	0	1	0	0	0	0	0	0	0	0	1	17
TcIL3000_0_34700	TcIL3000_0_34700	TcIL3000_0_34700.1	protein_coding	1	10	6	26	0	0	0	0	0	26	1	0	0	6	0	0	0	0	0	0	0	0	10	0
TcIL3000_0_34710	TcIL3000_0_34710	TcIL3000_0_34710.1	protein_coding	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_34720	TcIL3000_0_34720	TcIL3000_0_34720.1	protein_coding	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_34760	TcIL3000_0_34760	TcIL3000_0_34760.1	protein_coding	0	8	1	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	16
TcIL3000_0_34770	TcIL3000_0_34770	TcIL3000_0_34770.1	protein_coding	1	2	11	26	0	0	0	0	0	20	0	0	0	11	0	0	0	0	0	1	0	0	2	6
TcIL3000_0_34780	TcIL3000_0_34780	TcIL3000_0_34780.1	protein_coding	1	5	10	24	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	5	24
TcIL3000_0_34800	TcIL3000_0_34800	TcIL3000_0_34800.1	protein_coding	0	1	1	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	10
TcIL3000_0_34810	TcIL3000_0_34810	TcIL3000_0_34810.1	protein_coding	0	0	0	30	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	28
TcIL3000_0_34820	TcIL3000_0_34820	TcIL3000_0_34820.1	protein_coding	0	4	3	37	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	4	35
TcIL3000_0_34830	TcIL3000_0_34830	TcIL3000_0_34830.1	protein_coding	1	23	9	61	0	0	0	0	1	12	1	0	0	8	0	0	0	0	1	0	0	0	23	49
TcIL3000_0_34840	TcIL3000_0_34840	TcIL3000_0_34840.1	protein_coding	0	0	0	140	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	98
TcIL3000_0_34860	TcIL3000_0_34860	TcIL3000_0_34860.1	protein_coding	0	0	1	98	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	96
TcIL3000_0_34880	TcIL3000_0_34880	TcIL3000_0_34880.1	protein_coding	0	1	1	4	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TcIL3000_0_34890	TcIL3000_0_34890	TcIL3000_0_34890.1	protein_coding	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
TcIL3000_0_34930	TcIL3000_0_34930	TcIL3000_0_34930.1	protein_coding	3	35	21	94	0	0	0	0	1	0	3	0	0	20	0	0	0	0	0	0	0	0	35	94
TcIL3000_0_34950	TcIL3000_0_34950	TcIL3000_0_34950.1	protein_coding	0	0	0	153	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	94
TcIL3000_0_34960	TcIL3000_0_34960	TcIL3000_0_34960.1	protein_coding	0	4	6	19	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	4	14
TcIL3000_0_35030	TcIL3000_0_35030	TcIL3000_0_35030.1	protein_coding	0	1	0	44	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	1	10
TcIL3000_0_35040	TcIL3000_0_35040	TcIL3000_0_35040.1	protein_coding	0	7	10	28	0	0	0	0	0	3	0	0	0	10	0	0	0	0	0	0	0	0	7	25
TcIL3000_0_35060	TcIL3000_0_35060	TcIL3000_0_35060.1	protein_coding	0	4	5	31	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	4	30
TcIL3000_0_35070	TcIL3000_0_35070	TcIL3000_0_35070.1	protein_coding	2	1	4	102	0	0	0	0	0	77	2	0	0	4	0	0	0	0	0	0	0	0	1	25
TcIL3000_0_35080	TcIL3000_0_35080	TcIL3000_0_35080.1	protein_coding	0	17	23	84	0	0	0	0	0	31	0	0	0	23	0	0	0	0	0	0	0	0	17	53
TcIL3000_0_35090	TcIL3000_0_35090	TcIL3000_0_35090.1	protein_coding	0	0	1	115	0	0	0	0	0	80	0	0	0	1	0	0	0	0	0	0	0	0	0	35
TcIL3000_0_35100	TcIL3000_0_35100	TcIL3000_0_35100.1	protein_coding	0	5	6	109	0	0	0	0	0	81	0	0	0	6	0	0	0	0	0	0	0	0	5	28
TcIL3000_0_35110	TcIL3000_0_35110	TcIL3000_0_35110.1	protein_coding	0	7	5	79	0	0	0	0	0	55	0	0	0	5	0	0	0	0	0	0	0	0	7	24
TcIL3000_0_35120	TcIL3000_0_35120	TcIL3000_0_35120.1	protein_coding	0	3	2	82	0	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	3	52
TcIL3000_0_35130	TcIL3000_0_35130	TcIL3000_0_35130.1	protein_coding	0	3	4	58	0	0	0	0	0	41	0	0	0	4	0	0	0	0	0	0	0	0	3	17
TcIL3000_0_35140	TcIL3000_0_35140	TcIL3000_0_35140.1	protein_coding	0	1	0	41	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TcIL3000_0_35150	TcIL3000_0_35150	TcIL3000_0_35150.1	protein_coding	3	4	13	123	0	0	0	0	0	118	1	0	0	13	0	0	0	0	1	1	0	0	4	5
TcIL3000_0_35155	TcIL3000_0_35155	TcIL3000_0_35155.1	protein_coding	11	22	66	44	0	0	1	1	0	4	6	0	0	64	0	0	0	0	0	4	1	0	22	40
TcIL3000_0_35160	TcIL3000_0_35160	TcIL3000_0_35160.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_35170	TcIL3000_0_35170	TcIL3000_0_35170.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_35180	TcIL3000_0_35180	TcIL3000_0_35180.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_35200	TcIL3000_0_35200	TcIL3000_0_35200.1	protein_coding	3	1	2	25	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	25
TcIL3000_0_35210	TcIL3000_0_35210	TcIL3000_0_35210.1	protein_coding	0	1	1	29	0	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	1	4
TcIL3000_0_35220	TcIL3000_0_35220	TcIL3000_0_35220.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
TcIL3000_0_35300	TcIL3000_0_35300	TcIL3000_0_35300.1	protein_coding	2	4	2	64	0	0	0	0	0	56	1	0	0	2	0	0	0	0	0	1	0	0	4	8
TcIL3000_0_35310	TcIL3000_0_35310	TcIL3000_0_35310.1	protein_coding	1	9	14	55	0	0	0	0	0	16	0	0	0	14	0	0	0	0	0	1	0	0	9	39
TcIL3000_0_35330	TcIL3000_0_35330	TcIL3000_0_35330.1	protein_coding	0	1	1	90	0	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	1	54
TcIL3000_0_35350	TcIL3000_0_35350	TcIL3000_0_35350.1	protein_coding	0	3	4	59	0	0	0	0	0	43	0	0	0	4	0	0	0	0	0	0	0	0	3	16
TcIL3000_0_35360	TcIL3000_0_35360	TcIL3000_0_35360.1	protein_coding	1	0	0	6	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TcIL3000_0_35370	TcIL3000_0_35370	TcIL3000_0_35370.1	protein_coding	0	3	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	2
TcIL3000_0_35380	TcIL3000_0_35380	TcIL3000_0_35380.1	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_35390	TcIL3000_0_35390	TcIL3000_0_35390.1	protein_coding	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TcIL3000_0_35400	TcIL3000_0_35400	TcIL3000_0_35400.1	protein_coding	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TcIL3000_0_35410	TcIL3000_0_35410	TcIL3000_0_35410.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TcIL3000_0_35420	TcIL3000_0_35420	TcIL3000_0_35420.1	protein_coding	0	0	0	124	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_35430	TcIL3000_0_35430	TcIL3000_0_35430.1	protein_coding	0	2	0	485	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	2	363
TcIL3000_0_35440	TcIL3000_0_35440	TcIL3000_0_35440.1	protein_coding	0	0	0	520	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	434
TcIL3000_0_35450	TcIL3000_0_35450	TcIL3000_0_35450.1	protein_coding	3	40	43	733	0	0	0	0	0	432	2	0	0	43	0	0	0	0	0	1	0	0	40	301
TcIL3000_0_35460	TcIL3000_0_35460	TcIL3000_0_35460.1	protein_coding	3	14	28	696	0	0	1	0	1	246	2	0	0	27	0	0	0	1	0	1	0	1	13	450
TcIL3000_0_35470	TcIL3000_0_35470	TcIL3000_0_35470.1	protein_coding	12	24	53	634	0	0	0	0	0	274	9	0	0	53	0	0	0	0	0	3	0	0	24	360
TcIL3000_0_35480	TcIL3000_0_35480	TcIL3000_0_35480.1	protein_coding	10	15	43	371	0	0	1	1	2	127	8	0	0	40	0	0	0	0	0	2	0	0	15	244
TcIL3000_0_35490	TcIL3000_0_35490	TcIL3000_0_35490.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
TcIL3000_0_35500	TcIL3000_0_35500	TcIL3000_0_35500.1	protein_coding	0	0	1	10	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_35520	TcIL3000_0_35520	TcIL3000_0_35520.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TcIL3000_0_35530	TcIL3000_0_35530	TcIL3000_0_35530.1	protein_coding	0	2	2	9	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	9
TcIL3000_0_35560	TcIL3000_0_35560	TcIL3000_0_35560.1	protein_coding	0	0	2	115	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	113
TcIL3000_0_35570	TcIL3000_0_35570	TcIL3000_0_35570.1	protein_coding	2	2	4	11	0	0	0	0	0	2	2	0	0	4	0	0	0	0	0	0	0	0	2	9
TcIL3000_0_35590	TcIL3000_0_35590	TcIL3000_0_35590.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TcIL3000_0_35600	TcIL3000_0_35600	TcIL3000_0_35600.1	protein_coding	0	0	1	43	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	42
TcIL3000_0_35620	TcIL3000_0_35620	TcIL3000_0_35620.1	protein_coding	2	1	6	40	0	0	0	0	1	21	1	0	0	6	0	0	0	0	0	2	0	0	1	19
TcIL3000_0_35630	TcIL3000_0_35630	TcIL3000_0_35630.1	protein_coding	0	0	2	53	0	0	0	0	0	40	0	0	0	2	0	0	0	0	0	0	0	0	0	13
TcIL3000_0_35640	TcIL3000_0_35640	TcIL3000_0_35640.1	protein_coding	0	1	2	39	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	1	22
TcIL3000_0_35650	TcIL3000_0_35650	TcIL3000_0_35650.1	protein_coding	0	3	3	46	0	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	0	3	33
TcIL3000_0_35660	TcIL3000_0_35660	TcIL3000_0_35660.1	protein_coding	0	6	4	40	0	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	0	6	21
TcIL3000_0_35680	TcIL3000_0_35680	TcIL3000_0_35680.1	protein_coding	0	0	0	42	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	23
TcIL3000_0_35690	TcIL3000_0_35690	TcIL3000_0_35690.1	protein_coding	0	1	1	40	0	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	1	11
TcIL3000_0_35700	TcIL3000_0_35700	TcIL3000_0_35700.1	protein_coding	0	0	2	21	0	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_35710	TcIL3000_0_35710	TcIL3000_0_35710.1	protein_coding	0	0	0	22	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_35720	TcIL3000_0_35720	TcIL3000_0_35720.1	protein_coding	3	3	1	46	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	46
TcIL3000_0_35730	TcIL3000_0_35730	TcIL3000_0_35730.1	protein_coding	0	0	2	134	0	0	0	0	0	94	0	0	0	2	0	0	0	0	0	0	0	0	0	40
TcIL3000_0_35750	TcIL3000_0_35750	TcIL3000_0_35750.1	protein_coding	1	3	1	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	3
TcIL3000_0_35860	TcIL3000_0_35860	TcIL3000_0_35860.1	protein_coding	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
TcIL3000_0_35880	TcIL3000_0_35880	TcIL3000_0_35880.1	protein_coding	1	3	7	96	0	0	0	0	0	47	1	0	0	7	0	0	0	0	0	0	0	0	3	49
TcIL3000_0_35890	TcIL3000_0_35890	TcIL3000_0_35890.1	protein_coding	0	4	5	178	0	0	0	0	0	100	0	0	0	5	0	0	0	0	0	0	0	0	4	78
TcIL3000_0_35900	TcIL3000_0_35900	TcIL3000_0_35900.1	protein_coding	9	22	34	179	0	0	1	1	2	110	9	0	0	30	0	0	0	0	0	0	0	0	22	69
TcIL3000_0_35910	TcIL3000_0_35910	TcIL3000_0_35910.1	protein_coding	0	21	20	176	0	1	1	0	0	66	0	0	0	18	0	0	0	0	0	0	0	0	21	110
TcIL3000_0_35930	TcIL3000_0_35930	TcIL3000_0_35930.1	protein_coding	0	3	7	55	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	55
TcIL3000_0_35940	TcIL3000_0_35940	TcIL3000_0_35940.1	protein_coding	0	1	12	52	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	52
TcIL3000_0_35950	TcIL3000_0_35950	TcIL3000_0_35950.1	protein_coding	5	3	11	51	0	0	1	0	1	46	5	0	0	9	0	0	0	0	0	0	0	0	3	5
TcIL3000_0_35960	TcIL3000_0_35960	TcIL3000_0_35960.1	protein_coding	0	0	0	70	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	5
TcIL3000_0_35970	TcIL3000_0_35970	TcIL3000_0_35970.1	protein_coding	0	3	1	68	0	0	0	0	0	65	0	0	0	1	0	0	0	0	0	0	0	0	3	3
TcIL3000_0_35980	TcIL3000_0_35980	TcIL3000_0_35980.1	protein_coding	0	0	0	23	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	11
TcIL3000_0_35990	TcIL3000_0_35990	TcIL3000_0_35990.1	protein_coding	0	2	0	14	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	9
TcIL3000_0_36000	TcIL3000_0_36000	TcIL3000_0_36000.1	protein_coding	0	5	4	2	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	5	0
TcIL3000_0_36010	TcIL3000_0_36010	TcIL3000_0_36010.1	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_36020	TcIL3000_0_36020	TcIL3000_0_36020.1	protein_coding	0	3	9	43	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	3	42
TcIL3000_0_36030	TcIL3000_0_36030	TcIL3000_0_36030.1	protein_coding	0	0	2	53	0	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	0	25
TcIL3000_0_36040	TcIL3000_0_36040	TcIL3000_0_36040.1	protein_coding	0	2	1	52	0	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	2	15
TcIL3000_0_36050	TcIL3000_0_36050	TcIL3000_0_36050.1	protein_coding	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_36060	TcIL3000_0_36060	TcIL3000_0_36060.1	protein_coding	0	2	2	12	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	2	0
TcIL3000_0_36070	TcIL3000_0_36070	TcIL3000_0_36070.1	protein_coding	0	8	3	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	5
TcIL3000_0_36080	TcIL3000_0_36080	TcIL3000_0_36080.1	protein_coding	0	1	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TcIL3000_0_36100	TcIL3000_0_36100	TcIL3000_0_36100.1	protein_coding	3	11	5	2	0	0	0	0	0	2	3	0	0	5	0	0	0	0	0	0	0	0	11	0
TcIL3000_0_36110	TcIL3000_0_36110	TcIL3000_0_36110.1	protein_coding	0	3	3	8	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	3	7
TcIL3000_0_36120	TcIL3000_0_36120	TcIL3000_0_36120.1	protein_coding	0	0	2	12	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_36130	TcIL3000_0_36130	TcIL3000_0_36130.1	protein_coding	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8
TcIL3000_0_36140	TcIL3000_0_36140	TcIL3000_0_36140.1	protein_coding	0	2	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	6
TcIL3000_0_36210	TcIL3000_0_36210	TcIL3000_0_36210.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
TcIL3000_0_36220	TcIL3000_0_36220	TcIL3000_0_36220.1	protein_coding	1	3	4	8	0	0	0	0	0	6	1	0	0	4	0	0	0	0	0	0	0	0	3	2
TcIL3000_0_36230	TcIL3000_0_36230	TcIL3000_0_36230.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
TcIL3000_0_36240	TcIL3000_0_36240	TcIL3000_0_36240.1	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_36250	TcIL3000_0_36250	TcIL3000_0_36250.1	protein_coding	1	0	0	10	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0
TcIL3000_0_36260	TcIL3000_0_36260	TcIL3000_0_36260.1	protein_coding	0	3	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	2
TcIL3000_0_36270	TcIL3000_0_36270	TcIL3000_0_36270.1	protein_coding	0	2	0	61	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	31
TcIL3000_0_36290	TcIL3000_0_36290	TcIL3000_0_36290.1	protein_coding	0	0	0	36	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_36310	TcIL3000_0_36310	TcIL3000_0_36310.1	protein_coding	0	0	2	13	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	4
TcIL3000_0_36320	TcIL3000_0_36320	TcIL3000_0_36320.1	protein_coding	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16
TcIL3000_0_36330	TcIL3000_0_36330	TcIL3000_0_36330.1	protein_coding	0	9	3	22	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	9	17
TcIL3000_0_36340	TcIL3000_0_36340	TcIL3000_0_36340.1	protein_coding	0	2	0	43	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	22
TcIL3000_0_36350	TcIL3000_0_36350	TcIL3000_0_36350.1	protein_coding	0	5	2	28	0	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	5	9
TcIL3000_0_36360	TcIL3000_0_36360	TcIL3000_0_36360.1	protein_coding	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_36365	TcIL3000_0_36365	TcIL3000_0_36365.1	protein_coding	0	8	24	104	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	8	104
TcIL3000_0_36380	TcIL3000_0_36380	TcIL3000_0_36380.1	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_36390	TcIL3000_0_36390	TcIL3000_0_36390.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TcIL3000_0_36440	TcIL3000_0_36440	TcIL3000_0_36440.1	protein_coding	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
TcIL3000_0_36460	TcIL3000_0_36460	TcIL3000_0_36460.1	protein_coding	0	0	2	29	0	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	0	8
TcIL3000_0_36465	TcIL3000_0_36465	TcIL3000_0_36465.1	protein_coding	14	8	26	10	0	0	0	0	1	10	8	0	0	25	0	0	0	0	0	2	5	0	8	0
TcIL3000_0_36480	TcIL3000_0_36480	TcIL3000_0_36480.1	protein_coding	0	3	2	12	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	3	0
TcIL3000_0_36490	TcIL3000_0_36490	TcIL3000_0_36490.1	protein_coding	1	0	1	4	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TcIL3000_0_36530	TcIL3000_0_36530	TcIL3000_0_36530.1	protein_coding	0	0	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22
TcIL3000_0_36570	TcIL3000_0_36570	TcIL3000_0_36570.1	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_36580	TcIL3000_0_36580	TcIL3000_0_36580.1	protein_coding	0	0	0	16	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9
TcIL3000_0_36590	TcIL3000_0_36590	TcIL3000_0_36590.1	protein_coding	0	1	0	19	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	8
TcIL3000_0_36610	TcIL3000_0_36610	TcIL3000_0_36610.1	protein_coding	0	2	1	10	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	2	0
TcIL3000_0_36620	TcIL3000_0_36620	TcIL3000_0_36620.1	protein_coding	0	1	2	12	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1	9
TcIL3000_0_36630	TcIL3000_0_36630	TcIL3000_0_36630.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
